subset,split,code,script,name,family,words,documents,utf8_bytes,utf8_bytes_human,parquet_bytes,parquet_bytes_human,bible_ratio,wiki_ratio
fuf_Latn_removed,train,fuf,Latn,Pular,Niger-Congo,-,17243,27423704,26.15MB,3322115,3.17MB,-,-
fuh_Latn,train,fuh,Latn,Western Niger Fulfulde,Niger-Congo,254442,285,1342899,1.28MB,566466,553.19KB,0.586,0.007
fuh_Latn,test,fuh,Latn,Western Niger Fulfulde,Niger-Congo,3104,3,15652,15.29KB,18193,17.77KB,-,-
fuh_Latn_removed,train,fuh,Latn,Western Niger Fulfulde,Niger-Congo,-,1370,5810395,5.54MB,1497509,1.43MB,-,-
fuq_Latn,train,fuq,Latn,Central-Eastern Niger Fulfulde,Niger-Congo,4311,5,22079,21.56KB,22164,21.64KB,1.000,0.000
fuq_Latn_removed,train,fuq,Latn,Central-Eastern Niger Fulfulde,Niger-Congo,-,26219,119507176,113.97MB,18808637,17.94MB,-,-
fur_Latn,train,fur,Latn,Friulian,Indo-European,13349171,22921,66155208,63.09MB,30782161,29.36MB,0.000,0.088
fur_Latn,test,fur,Latn,Friulian,Indo-European,142490,210,706470,689.91KB,346635,338.51KB,-,-
fur_Latn_removed,train,fur,Latn,Friulian,Indo-European,-,8037610,1090661497,1.02GB,1442080401,1.34GB,-,-
fuv_Arab,train,fuv,Arab,Nigerian Fulfulde,Niger-Congo,8418,13,96536,94.27KB,28784,28.11KB,1.000,0.000
fuv_Arab_removed,train,fuv,Arab,Nigerian Fulfulde,Niger-Congo,-,106,480711,469.44KB,88292,86.22KB,-,-
fuv_Latn,train,fuv,Latn,Nigerian Fulfulde,Niger-Congo,507948,956,2857811,2.73MB,1309673,1.25MB,0.007,0.054
fuv_Latn,test,fuv,Latn,Nigerian Fulfulde,Niger-Congo,3155,5,17855,17.44KB,24226,23.66KB,-,-
fuv_Latn_removed,train,fuv,Latn,Nigerian Fulfulde,Niger-Congo,-,2336625,32853916687,30.60GB,7531810520,7.01GB,-,-
gaa_Latn,train,gaa,Latn,Ga,Niger-Congo,3794834,3965,18929734,18.05MB,7023542,6.70MB,0.985,0.005
gaa_Latn,test,gaa,Latn,Ga,Niger-Congo,53769,46,266050,259.81KB,105204,102.74KB,-,-
gaa_Latn_removed,train,gaa,Latn,Ga,Niger-Congo,-,27677,44496451,42.44MB,16586333,15.82MB,-,-
gag_Cyrl,train,gag,Cyrl,Gagauz,Turkic,743482,498,7221217,6.89MB,2597525,2.48MB,0.703,0.000
gag_Cyrl,test,gag,Cyrl,Gagauz,Turkic,4113,6,41203,40.24KB,17898,17.48KB,-,-
gag_Cyrl_removed,train,gag,Cyrl,Gagauz,Turkic,-,1392,10371043,9.89MB,1799136,1.72MB,-,-
gag_Latn,train,gag,Latn,Gagauz,Turkic,3704684,6154,27359539,26.09MB,12475061,11.90MB,0.000,0.081
gag_Latn,test,gag,Latn,Gagauz,Turkic,26245,55,207822,202.95KB,104673,102.22KB,-,-
gag_Latn_removed,train,gag,Latn,Gagauz,Turkic,-,122825,259753290,247.72MB,92511566,88.23MB,-,-
gah_Latn,train,gah,Latn,Alekano,Trans-New Guinea,99728,112,614888,600.48KB,177149,173.00KB,1.000,0.000
gah_Latn_removed,train,gah,Latn,Alekano,Trans-New Guinea,-,240,6810740,6.50MB,459719,448.94KB,-,-
gai_Latn,train,gai,Latn,Borei,Ramu-Lower Sepik,249858,576,1434793,1.37MB,443179,432.79KB,0.998,0.000
gai_Latn,test,gai,Latn,Borei,Ramu-Lower Sepik,1495,9,8520,8.32KB,9391,9.17KB,-,-
gai_Latn_removed,train,gai,Latn,Borei,Ramu-Lower Sepik,-,4677,2884236,2.75MB,1021115,997.18KB,-,-
gam_Latn,train,gam,Latn,Kandawo,Trans-New Guinea,227196,175,994801,971.49KB,293110,286.24KB,1.000,0.000
gam_Latn_removed,train,gam,Latn,Kandawo,Trans-New Guinea,-,201,705066,688.54KB,226872,221.55KB,-,-
gaw_Latn,train,gaw,Latn,Nobonob,Trans-New Guinea,347779,271,1743539,1.66MB,525210,512.90KB,0.974,0.000
gaw_Latn,test,gaw,Latn,Nobonob,Trans-New Guinea,9571,6,47893,46.77KB,21069,20.58KB,-,-
gaw_Latn_removed,train,gaw,Latn,Nobonob,Trans-New Guinea,-,1629,19571350,18.66MB,2608650,2.49MB,-,-
gaz_Latn,train,gaz,Latn,West Central Oromo,Afro-Asiatic,19241747,47883,134350699,128.13MB,58023336,55.34MB,0.000,0.010
gaz_Latn,test,gaz,Latn,West Central Oromo,Afro-Asiatic,191062,483,1330764,1.27MB,583873,570.19KB,-,-
gaz_Latn_removed,train,gaz,Latn,West Central Oromo,Afro-Asiatic,-,413942,360352858,343.66MB,166118440,158.42MB,-,-
gbi_Latn,train,gbi,Latn,Galela,West Papuan,400348,384,2011868,1.92MB,634404,619.54KB,0.987,0.000
gbi_Latn,test,gbi,Latn,Galela,West Papuan,81,1,423,423.00B,6198,6.05KB,-,-
gbi_Latn_removed,train,gbi,Latn,Galela,West Papuan,-,1606,3332214,3.18MB,1068594,1.02MB,-,-
gbo_Latn,train,gbo,Latn,Northern Grebo,Niger-Congo,367289,435,1761246,1.68MB,643618,628.53KB,0.995,0.000
gbo_Latn,test,gbo,Latn,Northern Grebo,Niger-Congo,2086,4,9896,9.66KB,9563,9.34KB,-,-
gbo_Latn_removed,train,gbo,Latn,Northern Grebo,Niger-Congo,-,602,271529,265.17KB,122450,119.58KB,-,-
gbr_Latn,train,gbr,Latn,Gbagyi,Niger-Congo,4299,5,17705,17.29KB,18943,18.50KB,1.000,0.000
gbr_Latn_removed,train,gbr,Latn,Gbagyi,Niger-Congo,-,160,663899,648.34KB,235776,230.25KB,-,-
gcf_Latn,train,gcf,Latn,Guadeloupean Creole French,Creole,1339443,2433,5996126,5.72MB,2825120,2.69MB,0.019,0.003
gcf_Latn,test,gcf,Latn,Guadeloupean Creole French,Creole,15761,22,71004,69.34KB,46606,45.51KB,-,-
gcf_Latn_removed,train,gcf,Latn,Guadeloupean Creole French,Creole,-,11286,7038924,6.71MB,3389281,3.23MB,-,-
gcr_Latn,train,gcr,Latn,Guianese Creole French,Creole,182590,897,883899,863.18KB,427753,417.73KB,0.037,0.930
gcr_Latn,test,gcr,Latn,Guianese Creole French,Creole,1480,8,6745,6.59KB,13250,12.94KB,-,-
gcr_Latn_removed,train,gcr,Latn,Guianese Creole French,Creole,-,5608,8528500,8.13MB,2576700,2.46MB,-,-
gde_Latn,train,gde,Latn,Gude,Afro-Asiatic,322037,453,1733267,1.65MB,544905,532.13KB,1.000,0.000
gde_Latn,test,gde,Latn,Gude,Afro-Asiatic,5755,9,30385,29.67KB,16590,16.20KB,-,-
gde_Latn_removed,train,gde,Latn,Gude,Afro-Asiatic,-,4652,1349938,1.29MB,589987,576.16KB,-,-
gdg_Latn,train,gdg,Latn,Ga'dang,Austronesian,55835,74,350798,342.58KB,124986,122.06KB,0.986,0.000
gdg_Latn,test,gdg,Latn,Ga'dang,Austronesian,1232,1,7378,7.21KB,7398,7.22KB,-,-
gdg_Latn_removed,train,gdg,Latn,Ga'dang,Austronesian,-,3856,84284083,80.38MB,16093509,15.35MB,-,-
gdn_Latn,train,gdn,Latn,Umanakaina,Trans-New Guinea,269408,192,1453781,1.39MB,400756,391.36KB,0.990,0.000
gdn_Latn,test,gdn,Latn,Umanakaina,Trans-New Guinea,6954,4,37272,36.40KB,16015,15.64KB,-,-
gdn_Latn_removed,train,gdn,Latn,Umanakaina,Trans-New Guinea,-,87,708842,692.23KB,191496,187.01KB,-,-
gdr_Latn,train,gdr,Latn,Wipi,Eastern Trans-Fly,362479,845,2008397,1.92MB,615408,600.98KB,0.999,0.000
gdr_Latn,test,gdr,Latn,Wipi,Eastern Trans-Fly,13204,13,72221,70.53KB,31393,30.66KB,-,-
gdr_Latn_removed,train,gdr,Latn,Wipi,Eastern Trans-Fly,-,4398,2283926,2.18MB,921577,899.98KB,-,-
geb_Latn,train,geb,Latn,Kire,Ramu-Lower Sepik,161276,116,801186,782.41KB,238682,233.09KB,1.000,0.000
geb_Latn_removed,train,geb,Latn,Kire,Ramu-Lower Sepik,-,30,234302,228.81KB,57296,55.95KB,-,-
gej_Latn,train,gej,Latn,Gen,Niger-Congo,34877,8,147155,143.71KB,53632,52.38KB,1.000,0.000
gej_Latn_removed,train,gej,Latn,Gen,Niger-Congo,-,6,1816,1.77KB,7628,7.45KB,-,-
gfk_Latn,train,gfk,Latn,Patpatar,Austronesian,747674,596,3391206,3.23MB,1033887,1009.66KB,0.993,0.000
gfk_Latn,test,gfk,Latn,Patpatar,Austronesian,3927,3,17676,17.26KB,11028,10.77KB,-,-
gfk_Latn_removed,train,gfk,Latn,Patpatar,Austronesian,-,512,5403538,5.15MB,591115,577.26KB,-,-
ghs_Latn,train,ghs,Latn,Guhu-Samane,Trans-New Guinea,146123,138,857692,837.59KB,258811,252.75KB,1.000,0.000
ghs_Latn_removed,train,ghs,Latn,Guhu-Samane,Trans-New Guinea,-,476,1683668,1.61MB,528035,515.66KB,-,-
gid_Latn,train,gid,Latn,Gidar,Afro-Asiatic,1049,1,5703,5.57KB,6622,6.47KB,1.000,0.000
gid_Latn_removed,train,gid,Latn,Gidar,Afro-Asiatic,-,77,102732,100.32KB,56489,55.17KB,-,-
gil_Latn,train,gil,Latn,Gilbertese,Austronesian,2401342,3241,10954597,10.45MB,3842984,3.66MB,0.661,0.004
gil_Latn,test,gil,Latn,Gilbertese,Austronesian,75095,29,345809,337.70KB,119099,116.31KB,-,-
gil_Latn_removed,train,gil,Latn,Gilbertese,Austronesian,-,23614,25986681,24.78MB,8817564,8.41MB,-,-
giz_Latn,train,giz,Latn,South Giziga,Afro-Asiatic,3968,6,18687,18.25KB,23571,23.02KB,1.000,0.000
giz_Latn_removed,train,giz,Latn,South Giziga,Afro-Asiatic,-,136,127745,124.75KB,52415,51.19KB,-,-
gjn_Latn,train,gjn,Latn,Gonja,Niger-Congo,9849,10,44316,43.28KB,19511,19.05KB,0.600,0.000
gjn_Latn_removed,train,gjn,Latn,Gonja,Niger-Congo,-,85,260104,254.01KB,76534,74.74KB,-,-
gkn_Latn,train,gkn,Latn,Gokana,Niger-Congo,474181,719,2293452,2.19MB,792894,774.31KB,0.951,0.000
gkn_Latn,test,gkn,Latn,Gokana,Niger-Congo,3276,4,15672,15.30KB,11351,11.08KB,-,-
gkn_Latn_removed,train,gkn,Latn,Gokana,Niger-Congo,-,6224,3220489,3.07MB,1785415,1.70MB,-,-
gla_Latn,train,gla,Latn,Scottish Gaelic,Indo-European,166633652,222468,935026939,891.71MB,365323466,348.40MB,0.002,0.020
gla_Latn,test,gla,Latn,Scottish Gaelic,Indo-European,1566856,2197,8918707,8.51MB,3556911,3.39MB,-,-
gla_Latn_removed,train,gla,Latn,Scottish Gaelic,Indo-European,-,417712,561847412,535.82MB,224881609,214.46MB,-,-
gle_Latn,train,gle,Latn,Irish,Indo-European,415191949,646842,2330152361,2.17GB,980691197,935.26MB,0.001,0.038
gle_Latn,test,gle,Latn,Irish,Indo-European,4404536,6881,24685940,23.54MB,10667220,10.17MB,-,-
gle_Latn_removed,train,gle,Latn,Irish,Indo-European,-,2058553,2464845797,2.30GB,1101583818,1.03GB,-,-
glg_Latn,train,glg,Latn,Galician,Indo-European,1236233473,2522814,6947044419,6.47GB,3137001036,2.92GB,-,-
glg_Latn,test,glg,Latn,Galician,Indo-European,1717985,3292,9644330,9.20MB,4424583,4.22MB,-,-
glg_Latn_removed,train,glg,Latn,Galician,Indo-European,-,67587989,114174978348,106.33GB,47572577446,44.31GB,-,-
glk_Arab,train,glk,Arab,Gilaki,Indo-European,5693363,12300,48184992,45.95MB,16156496,15.41MB,0.000,0.034
glk_Arab,test,glk,Arab,Gilaki,Indo-European,86227,99,821276,802.03KB,256241,250.24KB,-,-
glk_Arab_removed,train,glk,Arab,Gilaki,Indo-European,-,11456789,25069266017,23.35GB,7576662140,7.06GB,-,-
glv_Latn,train,glv,Latn,Manx,Indo-European,1401595,2462,7217776,6.88MB,3236545,3.09MB,0.048,0.413
glv_Latn,test,glv,Latn,Manx,Indo-European,10776,28,53454,52.20KB,35427,34.60KB,-,-
glv_Latn_removed,train,glv,Latn,Manx,Indo-European,-,1102156,422068531,402.52MB,185800534,177.19MB,-,-
gmh_Latn,train,gmh,Latn,Middle High German (ca. 1050-1500),Indo-European,506396917,84495,3662289285,3.41GB,1378504252,1.28GB,0.000,0.002
gmh_Latn,test,gmh,Latn,Middle High German (ca. 1050-1500),Indo-European,4891842,821,35536203,33.89MB,13505842,12.88MB,-,-
gmh_Latn_removed,train,gmh,Latn,Middle High German (ca. 1050-1500),Indo-European,-,1377120,10176374157,9.48GB,2420757129,2.25GB,-,-
gmv_Ethi,train,gmv,Ethi,Gamo,Afro-Asiatic,85855,145,825125,805.79KB,251649,245.75KB,1.000,0.000
gmv_Ethi,test,gmv,Ethi,Gamo,Afro-Asiatic,1607,2,15522,15.16KB,9664,9.44KB,-,-
gmv_Ethi_removed,train,gmv,Ethi,Gamo,Afro-Asiatic,-,38,138476,135.23KB,52320,51.09KB,-,-
gmv_Latn,train,gmv,Latn,Gamo,Afro-Asiatic,243960,445,1561220,1.49MB,599912,585.85KB,0.973,0.000
gmv_Latn,test,gmv,Latn,Gamo,Afro-Asiatic,2241,4,14020,13.69KB,23438,22.89KB,-,-
gmv_Latn_removed,train,gmv,Latn,Gamo,Afro-Asiatic,-,30123,111140913,105.99MB,31654489,30.19MB,-,-
gna_Latn,train,gna,Latn,Kaansa,Niger-Congo,2160,2,13128,12.82KB,17364,16.96KB,1.000,0.000
gna_Latn_removed,train,gna,Latn,Kaansa,Niger-Congo,-,30,33301,32.52KB,37803,36.92KB,-,-
gnb_Latn,train,gnb,Latn,Gangte,Sino-Tibetan,31978,29,150325,146.80KB,70076,68.43KB,0.103,0.000
gnb_Latn_removed,train,gnb,Latn,Gangte,Sino-Tibetan,-,1905,8192494,7.81MB,2282313,2.18MB,-,-
gnd_Latn,train,gnd,Latn,Zulgo-Gemzek,Afro-Asiatic,430509,263,1909051,1.82MB,579426,565.85KB,1.000,0.000
gnd_Latn,test,gnd,Latn,Zulgo-Gemzek,Afro-Asiatic,3917,3,17084,16.68KB,17608,17.20KB,-,-
gnd_Latn_removed,train,gnd,Latn,Zulgo-Gemzek,Afro-Asiatic,-,146,329895,322.16KB,99904,97.56KB,-,-
gng_Latn,train,gng,Latn,Ngangam,Niger-Congo,248398,283,1031350,1007.18KB,369779,361.11KB,0.979,0.000
gng_Latn,test,gng,Latn,Ngangam,Niger-Congo,2066,5,8289,8.09KB,8852,8.64KB,-,-
gng_Latn_removed,train,gng,Latn,Ngangam,Niger-Congo,-,3594,1137617,1.08MB,473697,462.59KB,-,-
gnn_Latn,train,gnn,Latn,Gumatj,Australian,517813,476,4006603,3.82MB,1175409,1.12MB,0.994,0.000
gnn_Latn,test,gnn,Latn,Gumatj,Australian,11409,7,90183,88.07KB,34106,33.31KB,-,-
gnn_Latn_removed,train,gnn,Latn,Gumatj,Australian,-,135,334248,326.41KB,116063,113.34KB,-,-
gnw_Latn,train,gnw,Latn,Western Bolivian Guaraní,Tupian,156890,231,861448,841.26KB,270350,264.01KB,0.996,0.000
gnw_Latn,test,gnw,Latn,Western Bolivian Guaraní,Tupian,223,3,1277,1.25KB,6681,6.52KB,-,-
gnw_Latn_removed,train,gnw,Latn,Western Bolivian Guaraní,Tupian,-,4165,2001534,1.91MB,708016,691.42KB,-,-
goa_Latn,train,goa,Latn,Guro,Niger-Congo,3904,14,18171,17.75KB,20134,19.66KB,1.000,0.000
goa_Latn_removed,train,goa,Latn,Guro,Niger-Congo,-,174,573716,560.27KB,175137,171.03KB,-,-
gof_Ethi,train,gof,Ethi,Gofa,Afro-Asiatic,25358,51,263840,257.66KB,82036,80.11KB,1.000,0.000
gof_Ethi,test,gof,Ethi,Gofa,Afro-Asiatic,277,1,2667,2.60KB,16061,15.68KB,-,-
gof_Ethi_removed,train,gof,Ethi,Gofa,Afro-Asiatic,-,267,1103255,1.05MB,330893,323.14KB,-,-
gof_Latn,train,gof,Latn,Gofa,Afro-Asiatic,263395,460,1663415,1.59MB,592076,578.20KB,1.000,0.000
gof_Latn,test,gof,Latn,Gofa,Afro-Asiatic,2208,4,14594,14.25KB,22303,21.78KB,-,-
gof_Latn_removed,train,gof,Latn,Gofa,Afro-Asiatic,-,4452,18559568,17.70MB,4188082,3.99MB,-,-
gog_Latn,train,gog,Latn,Gogo,Niger-Congo,263439,416,1442716,1.38MB,543812,531.07KB,1.000,0.000
gog_Latn,test,gog,Latn,Gogo,Niger-Congo,2344,3,12674,12.38KB,9782,9.55KB,-,-
gog_Latn_removed,train,gog,Latn,Gogo,Niger-Congo,-,1258,3303338,3.15MB,615963,601.53KB,-,-
goh_Latn,train,goh,Latn,Old High German (ca. 750-1050),Indo-European,338055,244,1936856,1.85MB,718459,701.62KB,0.000,0.004
goh_Latn,test,goh,Latn,Old High German (ca. 750-1050),Indo-European,174,1,1222,1.19KB,11208,10.95KB,-,-
goh_Latn_removed,train,goh,Latn,Old High German (ca. 750-1050),Indo-European,-,193325,796480664,759.58MB,232566211,221.79MB,-,-
gom_Deva,train,gom,Deva,Goan Konkani,Indo-European,2764476,5764,42867054,40.88MB,10982735,10.47MB,0.000,0.253
gom_Deva,test,gom,Deva,Goan Konkani,Indo-European,28813,56,437688,427.43KB,122493,119.62KB,-,-
gom_Deva_removed,train,gom,Deva,Goan Konkani,Indo-European,-,5590,25806232,24.61MB,6034078,5.75MB,-,-
gom_Latn,train,gom,Latn,Goan Konkani,Indo-European,2147768,1668,12833479,12.24MB,5732530,5.47MB,0.038,0.243
gom_Latn,test,gom,Latn,Goan Konkani,Indo-European,10553,15,59920,58.52KB,37488,36.61KB,-,-
gom_Latn_removed,train,gom,Latn,Goan Konkani,Indo-European,-,345985,777579166,741.56MB,242377701,231.15MB,-,-
gor_Latn,train,gor,Latn,Gorontalo,Austronesian,284532,567,1633927,1.56MB,536925,524.34KB,0.675,0.303
gor_Latn,test,gor,Latn,Gorontalo,Austronesian,5365,5,30458,29.74KB,15028,14.68KB,-,-
gor_Latn_removed,train,gor,Latn,Gorontalo,Austronesian,-,3864,13414247,12.79MB,3523070,3.36MB,-,-
gos_Latn,train,gos,Latn,Gronings,Indo-European,3740723,4269,17853476,17.03MB,8097862,7.72MB,0.000,0.059
gos_Latn,test,gos,Latn,Gronings,Indo-European,61874,53,297647,290.67KB,152834,149.25KB,-,-
gos_Latn_removed,train,gos,Latn,Gronings,Indo-European,-,32913,34640523,33.04MB,8191272,7.81MB,-,-
got_Goth,train,got,Goth,Gothic,Indo-European,40257,154,754574,736.89KB,182739,178.46KB,0.130,0.805
got_Goth,test,got,Goth,Gothic,Indo-European,71,1,1544,1.51KB,11743,11.47KB,-,-
got_Goth_removed,train,got,Goth,Gothic,Indo-European,-,2762,6828972,6.51MB,1276757,1.22MB,-,-
gqr_Latn,train,gqr,Latn,Gor,Nilo-Saharan,37117,39,199754,195.07KB,76288,74.50KB,1.000,0.000
gqr_Latn,test,gqr,Latn,Gor,Nilo-Saharan,1259,1,6911,6.75KB,6991,6.83KB,-,-
gqr_Latn_removed,train,gqr,Latn,Gor,Nilo-Saharan,-,37,148627,145.14KB,36958,36.09KB,-,-
grc_Grek,train,grc,Grek,Ancient Greek (to 1453),Indo-European,33850484,28539,357352609,340.80MB,110536477,105.42MB,0.029,0.046
grc_Grek,test,grc,Grek,Ancient Greek (to 1453),Indo-European,320211,311,3230849,3.08MB,1040533,1016.15KB,-,-
grc_Grek_removed,train,grc,Grek,Ancient Greek (to 1453),Indo-European,-,101461,973132226,928.05MB,298475330,284.65MB,-,-
grt_Beng,train,grt,Beng,Garo,Sino-Tibetan,216883,381,3731737,3.56MB,785317,766.91KB,1.000,0.000
grt_Beng,test,grt,Beng,Garo,Sino-Tibetan,1012,2,17981,17.56KB,8871,8.66KB,-,-
grt_Beng_removed,train,grt,Beng,Garo,Sino-Tibetan,-,1568,3537765,3.37MB,439013,428.72KB,-,-
gso_Latn,train,gso,Latn,Southwest Gbaya,Niger-Congo,245381,243,1035898,1011.62KB,368392,359.76KB,1.000,0.000
gso_Latn,test,gso,Latn,Southwest Gbaya,Niger-Congo,858,2,3644,3.56KB,13619,13.30KB,-,-
gso_Latn_removed,train,gso,Latn,Southwest Gbaya,Niger-Congo,-,60,169956,165.97KB,69911,68.27KB,-,-
gsw_Latn,train,gsw,Latn,Swiss German,Indo-European,31979438,58314,171807364,163.85MB,91046741,86.83MB,0.001,0.249
gsw_Latn,test,gsw,Latn,Swiss German,Indo-European,297183,513,1562065,1.49MB,844283,824.50KB,-,-
gsw_Latn_removed,train,gsw,Latn,Swiss German,Indo-European,-,5135732,6336288653,5.90GB,2621208073,2.44GB,-,-
gub_Latn,train,gub,Latn,Guajajára,Tupian,324710,255,1587748,1.51MB,480090,468.84KB,0.996,0.000
gub_Latn,test,gub,Latn,Guajajára,Tupian,2858,3,14208,13.88KB,24194,23.63KB,-,-
gub_Latn_removed,train,gub,Latn,Guajajára,Tupian,-,497,446515,436.05KB,187115,182.73KB,-,-
guc_Latn,train,guc,Latn,Wayuu,Maipurean,253685,423,1732928,1.65MB,663328,647.78KB,0.284,0.411
guc_Latn,test,guc,Latn,Wayuu,Maipurean,5559,6,39606,38.68KB,28732,28.06KB,-,-
guc_Latn_removed,train,guc,Latn,Wayuu,Maipurean,-,16493,11656001,11.12MB,5130364,4.89MB,-,-
gud_Latn,train,gud,Latn,Yocoboué Dida,Niger-Congo,6746,8,29956,29.25KB,16706,16.31KB,1.000,0.000
gud_Latn_removed,train,gud,Latn,Yocoboué Dida,Niger-Congo,-,4,2911,2.84KB,10340,10.10KB,-,-
gug_Latn,train,gug,Latn,Paraguayan Guaraní,Tupian,6568686,10551,41606719,39.68MB,18392339,17.54MB,0.163,0.138
gug_Latn,test,gug,Latn,Paraguayan Guaraní,Tupian,42682,88,270111,263.78KB,137581,134.36KB,-,-
gug_Latn_removed,train,gug,Latn,Paraguayan Guaraní,Tupian,-,1036155,461586355,440.20MB,316243978,301.59MB,-,-
guh_Latn,train,guh,Latn,Guahibo,Guajiboan,275090,182,2461042,2.35MB,630729,615.95KB,0.989,0.000
guh_Latn,test,guh,Latn,Guahibo,Guajiboan,1134,1,10725,10.47KB,7483,7.31KB,-,-
guh_Latn_removed,train,guh,Latn,Guahibo,Guajiboan,-,621,1062614,1.01MB,321053,313.53KB,-,-
gui_Latn,train,gui,Latn,Eastern Bolivian Guaraní,Tupian,355976,618,1976231,1.88MB,604751,590.58KB,0.955,0.000
gui_Latn,test,gui,Latn,Eastern Bolivian Guaraní,Tupian,2007,5,10657,10.41KB,9977,9.74KB,-,-
gui_Latn_removed,train,gui,Latn,Eastern Bolivian Guaraní,Tupian,-,7873,7012711,6.69MB,2605533,2.48MB,-,-
guj_Gujr,train,guj,Gujr,Gujarati,Indo-European,934124052,2127094,12573380396,11.71GB,3338859951,3.11GB,-,-
guj_Gujr,test,guj,Gujr,Gujarati,Indo-European,8803794,20231,118714891,113.22MB,32045206,30.56MB,-,-
guj_Gujr_removed,train,guj,Gujr,Gujarati,Indo-European,-,1929811,7949250307,7.40GB,2159748568,2.01GB,-,-
guj_Latn,train,guj,Latn,Gujarati,Indo-European,558761,713,3228920,3.08MB,1340064,1.28MB,0.000,0.000
guj_Latn,test,guj,Latn,Gujarati,Indo-European,2789,5,13953,13.63KB,13343,13.03KB,-,-
guj_Latn_removed,train,guj,Latn,Gujarati,Indo-European,-,59563,112279068,107.08MB,25292179,24.12MB,-,-
guk_Ethi,train,guk,Ethi,Gumuz,Nilo-Saharan,96134,176,1040766,1016.37KB,317640,310.20KB,1.000,0.000
guk_Ethi,test,guk,Ethi,Gumuz,Nilo-Saharan,1671,3,18194,17.77KB,10441,10.20KB,-,-
guk_Ethi_removed,train,guk,Ethi,Gumuz,Nilo-Saharan,-,2004,11179180,10.66MB,1050727,1.00MB,-,-
gul_Latn,train,gul,Latn,Sea Island Creole English,Creole,249818,195,1125346,1.07MB,398514,389.17KB,0.800,0.000
gul_Latn,test,gul,Latn,Sea Island Creole English,Creole,1247,1,5649,5.52KB,6808,6.65KB,-,-
gul_Latn_removed,train,gul,Latn,Sea Island Creole English,Creole,-,6483,22133324,21.11MB,4588737,4.38MB,-,-
gum_Latn,train,gum,Latn,Guambiano,Paezan,569341,961,3744725,3.57MB,1245093,1.19MB,0.997,0.000
gum_Latn,test,gum,Latn,Guambiano,Paezan,7749,11,50845,49.65KB,25361,24.77KB,-,-
gum_Latn_removed,train,gum,Latn,Guambiano,Paezan,-,9474,4782767,4.56MB,1813861,1.73MB,-,-
gun_Latn,train,gun,Latn,Mbyá Guaraní,Tupian,234685,301,1237422,1.18MB,426838,416.83KB,0.983,0.000
gun_Latn,test,gun,Latn,Mbyá Guaraní,Tupian,1962,3,10466,10.22KB,22526,22.00KB,-,-
gun_Latn_removed,train,gun,Latn,Mbyá Guaraní,Tupian,-,702,2267847,2.16MB,672344,656.59KB,-,-
guo_Latn,train,guo,Latn,Guayabero,Guajiboan,162267,158,953276,930.93KB,300357,293.32KB,0.994,0.000
guo_Latn,test,guo,Latn,Guayabero,Guajiboan,726,1,4520,4.41KB,5992,5.85KB,-,-
guo_Latn_removed,train,guo,Latn,Guayabero,Guajiboan,-,3247,8578008,8.18MB,2351382,2.24MB,-,-
guq_Latn,train,guq,Latn,Aché,Tupian,24659,35,134272,131.12KB,49140,47.99KB,0.971,0.000
guq_Latn_removed,train,guq,Latn,Aché,Tupian,-,764,2143307,2.04MB,600331,586.26KB,-,-
gur_Latn,train,gur,Latn,Farefare,Niger-Congo,762457,1690,3485433,3.32MB,1310651,1.25MB,0.979,0.009
gur_Latn,test,gur,Latn,Farefare,Niger-Congo,4931,14,22856,22.32KB,15149,14.79KB,-,-
gur_Latn_removed,train,gur,Latn,Farefare,Niger-Congo,-,17760,6679438,6.37MB,3393995,3.24MB,-,-
guu_Latn,train,guu,Latn,Yanomamö,Yanomaman,8951,7,47177,46.07KB,23686,23.13KB,0.714,0.000
guu_Latn_removed,train,guu,Latn,Yanomamö,Yanomaman,-,209,389716,380.58KB,140270,136.98KB,-,-
guw_Latn,train,guw,Latn,Gun,Niger-Congo,1095612,1766,5979696,5.70MB,2195954,2.09MB,0.768,0.126
guw_Latn,test,guw,Latn,Gun,Niger-Congo,11380,18,61943,60.49KB,33296,32.52KB,-,-
guw_Latn_removed,train,guw,Latn,Gun,Niger-Congo,-,21533,31243196,29.80MB,11684793,11.14MB,-,-
gux_Latn,train,gux,Latn,Gourmanchéma,Niger-Congo,400566,548,1723257,1.64MB,627723,613.01KB,0.914,0.000
gux_Latn,test,gux,Latn,Gourmanchéma,Niger-Congo,12032,15,51739,50.53KB,31667,30.92KB,-,-
gux_Latn_removed,train,gux,Latn,Gourmanchéma,Niger-Congo,-,166472,628512118,599.40MB,82727793,78.90MB,-,-
guz_Latn,train,guz,Latn,Gusii,Niger-Congo,138390,389,829518,810.08KB,334573,326.73KB,0.028,0.000
guz_Latn,test,guz,Latn,Gusii,Niger-Congo,648,4,3917,3.83KB,11073,10.81KB,-,-
guz_Latn_removed,train,guz,Latn,Gusii,Niger-Congo,-,7852,22258332,21.23MB,5710097,5.45MB,-,-
gvc_Latn,train,gvc,Latn,Guanano,Tucanoan,6794,13,38389,37.49KB,21662,21.15KB,0.846,0.000
gvc_Latn_removed,train,gvc,Latn,Guanano,Tucanoan,-,819,5721061,5.46MB,1480569,1.41MB,-,-
gvf_Latn,train,gvf,Latn,Golin,Trans-New Guinea,308295,217,1434254,1.37MB,378486,369.62KB,1.000,0.000
